Resource,Move Resource Group,Move Subscription,Move Region,Move Support Detail,Strategy - Notes for CSP Migration,URL1_ResourceProviderMigrationSupportGuidance,Name_ResourceProviderMoveGuidance,URL_ARM Extension Resource Types,Name_ARM Extension Resource Types,URL_Azure Resource Provider to ServicesMap,Name_Azure Resource Provider to ServicesMap,URL_Azure resources to Services Mapping,Name_Azure resources to Services Mapping
Microsoft.AppService/apiapps,0,0,1,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.AppService/apiapps,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.AppService/apiapps,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftappservice,Azure ARM Resource Move Guidance for Microsoft.AppService,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftapp,ARM Extension Resource Types for Microsoft.AppService,The Resource Provider  Microsoft.AppService/apiapps does not have a Linked Page,No Resource Provider to Services Map listing for Microsoft.Authorization,No Resource Provider to Services Map listing for Microsoft.Authorization,No Resource Provider to Services Map listing for Microsoft.Authorization
Microsoft.AppService/appidentities,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.AppService/appidentities,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.AppService/appidentities,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftappservice,Azure ARM Resource Move Guidance for Microsoft.AppService,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftapp,ARM Extension Resource Types for Microsoft.AppService,The Resource Provider  Microsoft.AppService/appidentities does not have a Linked Page,No Resource Provider to Services Map listing for Microsoft.Authorization,No Resource Provider to Services Map listing for Microsoft.Authorization,No Resource Provider to Services Map listing for Microsoft.Authorization
Microsoft.AppService/gateways,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.AppService/gateways,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.AppService/gateways,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftappservice,Azure ARM Resource Move Guidance for Microsoft.AppService,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftapp,ARM Extension Resource Types for Microsoft.AppService,The Resource Provider  Microsoft.AppService/gateways does not have a Linked Page,No Resource Provider to Services Map listing for Microsoft.Authorization,No Resource Provider to Services Map listing for Microsoft.Authorization,No Resource Provider to Services Map listing for Microsoft.Authorization
Microsoft.Attestation/attestationproviders,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.Attestation/attestationproviders,Full Support RG/Sub Resource Type Moves for   Microsoft.Attestation/attestationproviders,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftattestation,Azure ARM Resource Move Guidance for Microsoft.Attestation,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftapp,ARM Extension Resource Types for Microsoft.Attestation,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/attestation/overview#,Resource Provider to Services Map - Microsoft.Authorization,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/attestation/overview#,Security Services - Microsoft.Attestation
Microsoft.Authorization/classicadministrators,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Authorization/classicadministrators,Not a Supported Move!  - Look for more Information in the links. - Microsoft.Authorization/classicadministrators,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftauthorization,Azure ARM Resource Move Guidance for Microsoft.Authorization,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftauthorization,ARM Extension Resource Types for Microsoft.Authorization,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/index.yml#,Resource Provider to Services Map - Microsoft.Authorization,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/index.yml#,Management Services - Microsoft.Authorization - registered by default
Microsoft.Authorization/dataaliases,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Authorization/dataaliases,Not a Supported Move!  - Look for more Information in the links. - Microsoft.Authorization/dataaliases,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftauthorization,Azure ARM Resource Move Guidance for Microsoft.Authorization,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftauthorization,ARM Extension Resource Types for Microsoft.Authorization,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/index.yml#,Resource Provider to Services Map - Microsoft.Authorization,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/index.yml#,Management Services - Microsoft.Authorization - registered by default
Microsoft.Authorization/denyassignments,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Authorization/denyassignments,Not a Supported Move!  - Look for more Information in the links. - Microsoft.Authorization/denyassignments,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftauthorization,Azure ARM Resource Move Guidance for Microsoft.Authorization,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftauthorization,ARM Extension Resource Types for Microsoft.Authorization,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/index.yml#,Resource Provider to Services Map - Microsoft.Authorization,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/index.yml#,Management Services - Microsoft.Authorization - registered by default
Microsoft.Authorization/elevateaccess,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Authorization/elevateaccess,Not a Supported Move!  - Look for more Information in the links. - Microsoft.Authorization/elevateaccess,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftauthorization,Azure ARM Resource Move Guidance for Microsoft.Authorization,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftauthorization,ARM Extension Resource Types for Microsoft.Authorization,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/index.yml#,Resource Provider to Services Map - Microsoft.Authorization,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/index.yml#,Management Services - Microsoft.Authorization - registered by default
Microsoft.Authorization/findorphanroleassignments,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Authorization/findorphanroleassignments,Not a Supported Move!  - Look for more Information in the links. - Microsoft.Authorization/findorphanroleassignments,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftauthorization,Azure ARM Resource Move Guidance for Microsoft.Authorization,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftauthorization,ARM Extension Resource Types for Microsoft.Authorization,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/index.yml#,Resource Provider to Services Map - Microsoft.Authorization,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/index.yml#,Management Services - Microsoft.Authorization - registered by default
Microsoft.Authorization/locks,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Authorization/locks,Not a Supported Move!  - Look for more Information in the links. - Microsoft.Authorization/locks,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftauthorization,Azure ARM Resource Move Guidance for Microsoft.Authorization,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftauthorization,ARM Extension Resource Types for Microsoft.Authorization,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/index.yml#,Resource Provider to Services Map - Microsoft.Authorization,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/index.yml#,Management Services - Microsoft.Authorization - registered by default
Microsoft.Authorization/permissions,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Authorization/permissions,Not a Supported Move!  - Look for more Information in the links. - Microsoft.Authorization/permissions,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftauthorization,Azure ARM Resource Move Guidance for Microsoft.Authorization,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftauthorization,ARM Extension Resource Types for Microsoft.Authorization,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/index.yml#,Resource Provider to Services Map - Microsoft.Authorization,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/index.yml#,Management Services - Microsoft.Authorization - registered by default
Microsoft.Authorization/policyassignments,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Authorization/policyassignments,Not a Supported Move!  - Look for more Information in the links. - Microsoft.Authorization/policyassignments,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftauthorization,Azure ARM Resource Move Guidance for Microsoft.Authorization,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftauthorization,ARM Extension Resource Types for Microsoft.Authorization,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/index.yml#,Resource Provider to Services Map - Microsoft.Authorization,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/index.yml#,Management Services - Microsoft.Authorization - registered by default
Microsoft.Authorization/policydefinitions,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Authorization/policydefinitions,Not a Supported Move!  - Look for more Information in the links. - Microsoft.Authorization/policydefinitions,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftauthorization,Azure ARM Resource Move Guidance for Microsoft.Authorization,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftauthorization,ARM Extension Resource Types for Microsoft.Authorization,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/index.yml#,Resource Provider to Services Map - Microsoft.Authorization,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/index.yml#,Management Services - Microsoft.Authorization - registered by default
Microsoft.Authorization/policysetdefinitions,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Authorization/policysetdefinitions,Not a Supported Move!  - Look for more Information in the links. - Microsoft.Authorization/policysetdefinitions,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftauthorization,Azure ARM Resource Move Guidance for Microsoft.Authorization,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftauthorization,ARM Extension Resource Types for Microsoft.Authorization,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/index.yml#,Resource Provider to Services Map - Microsoft.Authorization,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/index.yml#,Management Services - Microsoft.Authorization - registered by default
